Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,?,Dropout,Separated,?,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Other,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Local-gov,Bachelors,Married,Sales,Husband,Asian-Pac-Islander,Male,Low,None,Hoursperweek<=40.00,SE-Asia,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Service,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Service,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Service,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Service,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,?,HighSchoolgrad,Married,?,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,South-America,Lessthan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,Masters,Married,Professional,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age<=28.00,Private,Masters,Married,Professional,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Sales,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Sales,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Separated,Admin,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,HighSchoolgrad,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
